text	set	id	type
<br><b>Fight</b>: KO one of your Heroes. Rescue 2 Bystanders. Ronan captures this card as a <i>'Villainous Weapon</i>'.
<br>---
<br><b>Triggered Artifact</b> - Whenever a Master Strike is completed, you may KO one of your cards.
<br><b>Attack</b>: +4
<br>
<br><i>Ancient Kree Armor</i>
<br><b>Fight</b>: KO one of your Heroes. Rescue 2 Bystanders. Ronan captures this card as a <i>'Villainous Weapon</i>'.
<br>---
<br><b>Triggered Artifact</b> - Whenever you gain your first Wound in any turn, you may KO it.
<br><b>Attack</b>: +5
<br>
<br><i>The Cosmi-Rod Warhammer</i>
<br><b>Fight</b>: KO one of your Heroes. Rescue 2 Bystanders. Ronan captures this card as a <i>'Villainous Weapon</i>'.
<br>---
<br><b>Triggered Artifact</b> - Whenever you recruit a Hero from the HQ, you get <i>'+2</i>' Attack.
<br><b>Attack</b>: +6
<br>
<br><i>Ronan's Throne</i>
<br><b>Fight</b>: KO one of your Heroes. Rescue 2 Bystanders. Ronan captures this card as a <i>'Villainous Weapon</i>'.
<br>---
<br><b>Triggered Artifact</b> - Whenever a Scheme Twist is completed, draw two cards.
<br><b>Attack</b>: +3
<br>"	Marvel Studios' Guardians of the Galaxy	Ronan the Accuser	Mastermind

"<font size='4'>Ego, The Living Planet</font>
<br>Ego gets <b>+1</b> Attack for each city space. When there are no more city spaces, Good Wins.
<br><b>Always Leads</b>: Any Villain Group, plus add an additional Villain Group <i>(even for 1 player).</i>
<br><b>Master Strike</b>: Create an extra city space on the left side of the city. If there are at least 3 Villains in the city, each player gains a Wound. Play another card from the Villain Deck.
<br>Attack: 3+
<br>
<br><font size='4'>Epic Ego, The Living Planet</font>
<br>Ego gets <b>+2</b> Attack for each city space. When there are no more city spaces, Good Wins.
<br><b>Always Leads</b>: Any Villain Group, plus add two additional Villain Group <i>(even for 1 player).</i>
<br><b>Master Strike</b>: This Strike becomes an extra city space to the left side of the city. If there are at least 2 Villains in the city, each player gains a Wound. Play two cards from the Villain Deck.
<br>Attack: 1+
<br>
<br><i>Until Everything Is . . . Me!</i>
<br><b>Fight</b>: Rescue three Bystanders.
<br>Destroy the leftmost city space. Any Villain there escapes. Shuffle this Tactic back into Ego's Tactics.
<br>
<br><i>I'm a Celestial, Sweetheart</i>
<br><b>Fight</b>: When you draw a new hand of cards at the end of this turn, draw two extra cards.
<br>Destroy the leftmost city space. Any Villain there escapes. Shuffle this Tactic back into Ego's Tactics.
<br>
<br><i>The Expansion Is My Purpose</i>
<br><b>Fight</b>: You get <i>'+1</i>' Recruit for each empty city space.
<br>Destroy the leftmost city space. Any Villain there escapes. Shuffle this Tactic back into Ego's Tactics.
<br>
<br><i>Cover All That Exists</i>
<br><b>Fight</b>: You may KO one of your Heroes. Choose a Henchman from any Victory Pile to enter the city.
<br>Destroy the leftmost city space. Any Villain there escapes. Shuffle this Tactic back into Ego's Tactics.
<br>"	Marvel Studios' Guardians of the Galaxy	Ego, The Living Planet	Mastermind

"<font size='4'>Killmonger</font>
<br>While Killmonger has more than <b>0</b> Attack, you cannot fight him. Instead, you may spend Attack equal to his Attack to Wound him and get <i>'+1</i>' Recruit.
<br><b>Always Leads</b>: Killmonger's League
<br><b>Master Strike</b>: Each player must reveal 4 different Hero Classes or gain one of the Wounds on Killmonger. Any playere who can't do wither must discard down to 4 cards.
<br>Attack: 5*
<br>VP: 4
<br>
<br><font size='4'>Epic Killmonger</font>
<br>While Killmonger has more than <b>0</b> Attack, you cannot fight him. Instead, you may spend Attack equal to his Attack to Wound him and get <i>'+1</i>' Recruit. When you do fight him, each other player gains one of his Wounds.
<br><b>Always Leads</b>: Killmonger's League
<br><b>Master Strike</b>: Each player gains a Wound. Gain them from Killmonger's Wounds if possible.
<br>Attack: 6*
<br>VP: 4
<br>
<br><i>A Scar for Every Kill</i>
<br><b>Fight</b>: You get <i>'+1</i>' Recruit for each non-Henchman Villain in your Victory Pile.
<br>
<br><i>Rite of Challenge</i>
<br><b>Fight</b>: Each player with no Killmonger Tactics in their Victory Pile gains a Wound that was on Killmonger. <i>[You have this Tactic, so you won't gain a Wound.]</i>
<br>
<br><i>Throw From the Waterfall</i>
<br><b>Fight</b>: Draw two cards. Then each other player discards a card.
<br>
<br><i>Altar of Resurrection</i>
<br><b>Fight</b>: The player on your left chooses a non-Henchman Villain from their Victory Pile. It enters the city with a Wound on it. Then the player on your right does the same effect. <i>[In solo, you do both.]</i>
<br>"	Black Panther	Killmonger	Mastermind

"<font size='4'>Klaw</font>
<br>Klaw is <b>Double Empowered</b> by the color(s) of his ""Sonic Frequency.""
<br><b>Always Leads</b>: Enemies of Wakanda
<br><b>Master Strike</b>: Put the top card of the Hero Deck next to Klaw as a ""Sonic Frequency,"" putting any previous Frequency on the bottom of the Hero Deck. Each player must reveal a card that shares a color with it or gain a Wound.
<br>Attack: 8+
<br>VP: 6
<br>
<br><font size='4'>Epic Klaw</font>
<br>Klaw is <b>Double Empowered</b> by the color(s) of his ""Sonic Frequency.""
<br><b>Always Leads</b>: Enemies of Wakanda
<br><b>Master Strike</b>: Put the top card of the Hero Deck next to Klaw as a ""Sonic Frequency."" Put any previous Frequency and each card from the HQ that does not share a color with the new Frequency on the bottom of the Hero Deck. Each player gains a Wound.
<br>Attack: 10+
<br>VP: 6
<br>
<br><i>Cohesive Sound Construct</i>
<br><b>Fight:</b> Rescue 4 Bystanders. This Tactic enters the city as a Villain whose only ability is ""Escape: This card becomes a Master Strike that takes effect immediately.""
<br>
<br><i>Convert Matter to Sound</i>
<br><b>Fight:</b> Each other player simultaneously KOs one of their non-grey Heroes. Put one of those cards with the lowest cost next to Klaw as his new Sonic Frequency. Put any previous Frequency on the bottom of the Hero Deck.
<br>
<br><i>Ultrasonic Boom</i>
<br><b>Fight:</b> Put the top card of the Hero Deck next to Klaw as a Sonic Frequency. Each other player must discard a card that shares a color with it. Put any previous Frequency on the bottom of the Hero Deck.
<br>
<br><i>Cruelty Provokes Resistance</i>
<br><b>Fight:</b> Set aside all Heroes from the HQ that do not share any colors with Klaw's Sonic Frequency. Gain one of them. Put the rest on the bottom of the Hero Deck. Then refill the empty HQ spaces."	Black Panther	Klaw	Mastermind

"<font size='4'>Brotherhood</font>
<br>You can't defeat Blob unless you have an X-Men Hero.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>
<br><i>Juggernaut</i> (2 copies)
<br><b>Ambush</b>: Each player KOs two Heroes from their discard pile.
<br><b>Escape</b>: Each player KOs two Heroes from their hand.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>
<br><i>Mystique</i> (2 copies)
<br><b>Escape</b>: Mystique becomes a Scheme Twist that takes effect immediately.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>
<br><i>Sabretooth</i> (2 copies)
<br><b>Fight</b>: Each player reveals an X-Men Hero or gains a Wound.
<br><b>Escape</b>: Same effect.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>"	Base	Brotherhood	Villains

"<font size='4'>Enemies of Asgard</font>
<br>
<br><i>Destroyer</i> (1 copy)
<br><b>Fight</b>: KO all your S.H.I.E.L.D. Heroes.
<br><b>Escape</b>: Each player KOs two of their Heroes.
<br><b>Attack</b>: 7
<br><b>VP</b>: 5
<br>
<br><i>Enchantress</i> (2 copies)
<br><b>Fight</b>: Draw three cards
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>
<br><i>Frost Giant</i> (3 copies)
<br><b>Fight</b>: Each player reveals a <img src=""blue.png""> Hero or gains a Wound.
<br><b>Escape</b>: Same effect.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>
<br><i>Ymir, Frost Giant King</i> (2 copies)
<br><b>Ambush</b>: Each player reveals a <img src=""blue.png""> Hero or gains a Wound.
<br><b>Fight</b>: Choose a player. That player KOs any number of Wounds from their hand and discard pile.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>"	Base	Enemies of Asgard	Villains

"<font size='4'>HYDRA</font>
<br>
<br><i>Endless Armies of HYDRA</i> (3 copies)
<br><b>Fight</b>: Play the top two cards of the Villain Deck.
<br><b>Attack</b>: 4
<br><b>VP</b>: 3
<br>
<br><i>HYDRA Kidnappers</i> (3 copies)
<br><b>Fight</b>: You may gain a S.H.I.E.L.D. Officer.
<br><b>Attack</b>: 3
<br><b>VP</b>: 1
<br>
<br><i>Supreme HYDRA</i> (1 copy)
<br>Supreme HYDRA is worth +3 VP for each other HYDRA Villain in your Victory Pile.
<br><b>Attack</b>: 6
<br><b>VP</b>: 3+
<br>
<br><i>Viper</i> (1 copy)
<br><b>Fight</b>: Each player without another HYDRA Villain in their Victory Pile gains a Wound.
<br><b>Escape</b>: Same effect.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>"	Base	HYDRA	Villains

"<font size='4'>Masters of Evil</font>
<br>
<br><i>Baron Zemo</i> (2 copies)
<br><b>Fight</b>: For each of your Avengers Heroes, rescue a Bystander.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>
<br><i>Melter</i> (2 copies)
<br><b>Fight</b>: Each player reveals the top card of their deck. For each card, you choose to KO it or put it back.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>
<br><i>Ultron</i> (2 copies)
<br>Ultron is worth +1 VP for each <img src=""silver.png""> Hero you have among all your cards at the end of the game.
<br><b>Escape</b>: Each player reveals a <img src=""silver.png""> Hero or gains a Wound.
<br><b>Attack</b>: 6
<br><b>VP</b>: 2+
<br>
<br><i>Whirlwind</i> (2 copies)
<br><b>Fight</b>: If you fight Whirlwind on the Rooftops or Bridge, KO two of your Heroes.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>"	Base	Masters of Evil	Villains

"<font size='4'>Radiation</font>
<br>
<br><i>Abomination</i> (2 copies)
<br><b>Fight</b>: If you fight Abomination on the Streets or Bridge, rescue three Bystanders.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>
<br><i>The Leader</i> (2 copies)
<br><b>Ambush</b>: Play the top card of the Villain Deck.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>
<br><i>Maestro</i> (2 copies)
<br><b>Fight</b>: For each of your <img src=""green.png""> Heroes, KO one of your Heroes.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>
<br><i>Zzzax</i> (2 copies)
<br><b>Fight</b>: Each player reveals a <img src=""green.png""> Hero or gains a Wound.
<br><b>Escape</b>: Same effect.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>"	Base	Radiation	Villains

"<font size='4'>Skrulls</font>
<br>
<br><i>Paibok the Power Skrull</i> (1 copy)
<br><b>Fight</b>: Choose a Hero in the HQ for each player. Each player gains that Hero.
<br><b>Attack</b>: 8
<br><b>VP</b>: 3
<br>
<br><i>Skrull Queen Veranke</i> (1 copy)
<br><b>Ambush</b>: Put the highest-cost Hero from the HQ under this Villain. This Villain's Attack is equal to that Hero's Cost.
<br><b>Fight</b>: Gain that Hero.
<br><b>Attack</b>: *
<br><b>VP</b>: 4
<br>
<br><i>Skrull Shapeshifters</i> (3 copies)
<br><b>Ambush</b>: Put the rightmost Hero from the HQ under this Villain. This Villain's Attack is equal to that Hero's Cost.
<br><b>Fight</b>: Gain that Hero
<br><b>Attack</b>: *
<br><b>VP</b>: 2
<br>
<br><i>Super-Skrull</i> (3 copies)
<br><b>Fight</b>: Each player KOs one of their Heroes.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>"	Base	Skrulls	Villains

"<font size='4'>Spider-Foes</font>
<br>
<br><i>Doctor Octopus</i> (2 copies)
<br><b>Fight</b>: When you draw a new hand of cards at the end of this turn, draw eight cards instead of six.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>
<br><i>Green Goblin</i> (2 copies)
<br><b>Ambush</b>: Green Goblin captures a Bystander.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>
<br><i>The Lizard</i> (2 copies)
<br><b>Fight</b>: If you fight the Lizard in the Sewers, each other player gains a Wound.
<br><b>Attack</b>: 3
<br><b>VP</b>: 2
<br>
<br><i>Venom</i> (2 copies)
<br>You can't defeat Venom unless you have a <img src=""red.png""> Hero.
<br><b>Escape</b>: Each player gains a Wound.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>
<br>
<br>"	Base	Spider-Foes	Villains

"<font size='4'>Emissaries of Evil</font>
<br>
<br><i>Egghead</i> (2 copies)
<br><b>Ambush</b>: Reveal the top card of the Villain Deck. If it's a Villain, play it.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>
<br><i>Electro</i> (2 copies)
<br><b>Ambush</b>: Reveal the top card of the Villain Deck. If it's a Scheme Twist, play it.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>
<br><i>Gladiator</i> (2 copies)
<br><b>Ambush</b>: Reveal the top card of the Villain Deck. If it's a Bystander, Gladiator captures it.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>
<br><i>Rhino</i> (2 copies)
<br><b>Ambush</b>: Reveal the top card of the Villain Deck. If it's a Master Strike, each player gains a Wound.
<br><b>Escape</b>: Each player gains a Wound.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>"	Dark City	Emissaries of Evil	Villains

"<font size='4'>Four Horsemen</font>
<br>
<br><i>Death</i> (2 copies)
<br><b>Fight</b>: Each other player reveals their hand and KOs one of their Heroes that costs 1 or more.
<br><b>Escape</b>: Each player does that same effect.
<br><b>Attack</b>: 7
<br><b>VP</b>: 5
<br>
<br><i>Famine</i> (2 copies)
<br><b>Fight</b>: Each other player reveals an <img src=""yellow.png""> Hero or discards a card.
<br><b>Escape</b>: Each player does that same effect.
<br><b>Attack</b>: 4
<br><b>VP</b>: 2
<br>
<br><i>Pestilence</i> (2 copies)
<br><b>Fight</b>: Each other player reveals the top three cards of their deck, discards each of those cards that costs 1 or more, and puts the rest back in any order.
<br><b>Escape</b>: Each player does that same effect.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>
<br><i>War</i> (2 copies)
<br><b>Fight</b>: Each other player reveals an <img src=""yellow.png""> Hero or gains a Wound.
<br><b>Escape</b>: Each player does that same effect.
<br><b>Attack</b>: 6
<br><b>VP</b>: 4
<br>"	Dark City	Four Horsemen	Villains

"<font size='4'>Marauders</font>
<br>
<br><i>Blockbuster</i> (2 copies)
<br>Blockbuster gets +2 Attack for each Bystander he has.
<br><b>Ambush</b>: If there is a Villain in the Bank that Villain and Blockbuster each capture a Bystander.
<br><b>Attack</b>: 4+
<br><b>VP</b>: 2
<br>
<br><i>Chimera</i> (2 copies)
<br>Chimera gets +3 Attack for each Bystander she has.
<br><b>Ambush</b>: Reveal the top three cards of the Villain Deck. Chimera captures all the Bystander cards you revealed. Put the rest back in random order.
<br><b>Attack</b>: 3+
<br><b>VP</b>: 3
<br>
<br><i>Scalphunter</i> (2 copies)
<br>Scalphunter gets +1 Attack for each Bystander he has.
<br><b>Ambush</b>: Each player chooses a Bystander from their Victory Pile. Scalphunter captures those Bystanders.
<br><b>Attack</b>: 4+
<br><b>VP</b>: 2
<br>
<br><i>Vertigo</i> (2 copies)
<br><b>Fight</b>: Each player discards all the cards in their hand, then draws as many cards as they discarded.
<br><b>Attack</b>: 5
<br><b>VP</b>: 3
<br>"	Dark City	Marauders	Villains

"<font size='4'>MLF</font>
<br>
<br><i>Forearm</i> (2 copies)
<br>To fight Forearm, you must also reveal four Hero cards with different card names.
<br><b>Attack</b>: 4*
<br><b>VP</b>: 4
<br>
<br><i>Reignfire</i> (2 copies)
<br><b>Escape</b>: Reignfire becomes a Master Strike that takes effect immediately.
