herotext	text	set	id	heroname
Hellcat	"<font size='5'>Hellcat</font>
<font size='3'><i>Avengers</i></font>

<b>Catlike Agility</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
1+ Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Choose one - Draw a card or you get +1 Attack.
Cost: 2
<font size='1'><i>Hissâ€¦Leapâ€¦Clawâ€¦Purr.</i></font>

<b>Part-Time PI</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Recruit
Reveal the top card of any deck. If it's not a Scheme Twist, you may put it on the bottom of that deck.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Choose one - Draw a card or you get +1 Recruit.
Cost: 3

<b>Demon Sight</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
Guess Villain, Bystander, Strike, or Twist. Then reveal the top card of the Villain Deck. If you guessed right, you get +2 Attack.
Avengers: If it was a Villain, you may fight it this turn.
Cost: 5

<b>Second Chance at Life</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
6 Attack
If a Master Strike or Scheme Twist would occur, you may discard this card from your hand instead. If you do, draw three cards, then shuffle that Strike or Twist back into the Villain Deck.
Cost: 8
"	Revelations	R	Hellcat (R)
Photon	"<font size='5'>Photon</font>
<font size='3'><i>Avengers</i></font>

<b>Infrared Conversation</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
To play this, you must discard a card. Draw two cards.
Cost: 3
<font size='1'><i>Transforming into any wavelength of light includes the invisible and the blinding.</i></font>

<b>Ultraviolet Radiation</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3+ Attack
To play this, you must discard a card.
https://cf.geekdo-static.com/mbs/mb_26285_0.png: <i>Hyperspeed 3</i>.
Cost: 4
<font size='1'><i>Careful - you wouldn't want to get 10,000 sunburns.</i></font>

<b>Light the Way</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3+ Attack
You get +1 Attack for each card you discarded from your hand this turn.
Cost: 6

<b>Coruscating Vengeance</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
6+ Attack
Avengers Avengers: <i>Last Stand</i>
Cost: 8
"	Revelations	R	Photon (R)
Quicksilver	"<font size='5'>Quicksilver</font>
<font size='3'><i>Avengers</i></font>

<b>Too Fast to See</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Recruit
0+ Attack
<i>Hyperspeed 3</i> for Recruit.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Instead, <i>Hyperspeed 3</i> for Recruit and Attack.
Cost: 3

<b>Perpetual Motion</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26286_0.png: <i>Hyperspeed 4</i>
Cost: 4
<font size='1'><i>From a quantum perspective, he really is in three places at once.</i></font>

<b>Jittery Impatience</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
2 Attack
Look at the top card of your deck. Discard it or put it back.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: You may KO the card you discarded this way.
Cost: 6

<b>Around the World Punch</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
0+ Attack
<i>Hyperspeed</i> your entire remaining deck. (Don't reshuffle.)
Avengers Avengers Avengers Avengers: Before you do that, put your discard pile on top of your deck.
Cost: 8
"	Revelations	R	Quicksilver (R)
Ronin	"<font size='5'>Ronin</font>
<font size='3'><i>Avengers</i></font>

<b>Mysterious Identity</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
As you play this card, you may choose a color and/or a team icon. This card is that color and team icon this turn. (instead of https://cf.geekdo-static.com/mbs/mb_26283_0.png and Avengers)
Cost: 3

<b>Storm of Arrows</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Attack
<i>Hyperspeed 4</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Draw a card.
Cost: 4
<font size='1'><i>You wouldn't think arrows could reach super-sonic speeds. You wouldn't think soâ€¦</i></font>

<b>Haunted by Loss</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Attack
https://cf.geekdo-static.com/mbs/mb_26284_0.png: <i>Dark Memories</i>
Cost: 5
<font size='1'><i>Many have taken the mantle of Ronin: Echo, Hawkeye, Blade, and even the Red Guardian. Who wears it now?</i></font>

<b>Brooding Fury</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3+ Attack
<i>Dark Memories</i>
https://cf.geekdo-static.com/mbs/mb_26286_0.png: <i>Dark Memories</i> again.
Cost: 7
"	Revelations	R	Ronin (R)
Scarlet Witch	"<font size='5'>Scarlet Witch</font>
<font size='3'><i>Avengers</i></font>

<b>Hex Bolt</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
1 Attack
https://cf.geekdo-static.com/mbs/mb_26285_0.png: Discard the top card of any player's deck. You may play a copy of that card this turn.
Cost: 2
<font size='1'><i>Wanda's reality-altering powers eventually threatened her sanity.</i></font>

<b>Alter Reality</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Recruit
0+ Attack
Reveal the top card of your deck. Discard it or put it back.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: <i>Dark Memories</i>
Cost: 3

<b>Chaos Magic</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
Reveal the top card of the Hero Deck. You may play a copy of that card this turn. When you do, put that card on the bottom of the Hero Deck.
Cost: 4

<b>Warp Time and Space</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Attack
Reveal the top three cards of the Hero Deck. Put one of them in your hand. Put the rest on the top or bottom of the Hero Deck in any order.
Avengers Avengers Avengers: <i>Dark Memories</i>
Cost: 7
"	Revelations	R	Scarlet Witch (R)
Speed	"<font size='5'>Speed</font>
<font size='3'><i>Avengers</i></font>

<b>Accelerate</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
0+ Attack
<i>Hyperspeed 2</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png: Instead, <i>Hyperspeed 6</i>
Cost: 2
<font size='1'><i>If Tommy goes too fast, he might literally not be able to stop.</i></font>

<b>Speedy Delivery</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
1 Attack
The next Hero you recruit this turn goes on top of your deck.
Cost: 4
<font size='1'><i>When one Avenger can move at supersonic speed, they all can.</i></font>

<b>Race to the Rescue</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
3 Attack
Choose a Hero Class. (https://cf.geekdo-static.com/mbs/mb_26286_0.png, https://cf.geekdo-static.com/mbs/mb_26284_0.png, https://cf.geekdo-static.com/mbs/mb_26283_0.png, https://cf.geekdo-static.com/mbs/mb_26287_0.png or https://cf.geekdo-static.com/mbs/mb_26285_0.png ) Reveal the top card of your deck. If it's the Hero Class you named, draw it. Otherwise, put it back on the top or bottom.
Cost: 5

<b>Break the Sound Barrier</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Attack
Look at the top six cards of your deck, draw two of them, and put the rest back on the top or bottom in any order.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: <i>Hyperspeed 6</i>
Cost: 8
"	Revelations	R	Speed (R)
War Machine	"<font size='5'>War Machine</font>
<font size='3'><i>Avengers</i></font>

<b>Simulated Target Practice</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may fight a Henchman from your Victory Pile this turn. If you do, KO it and rescue a Bystander. (Do that Henchman's Fight effect too.)
Cost: 3

<b>Military-Industrial Complex</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
2 Attack
Whenever you defeat a Villain this turn, you get +1 Recruit.
Cost: 4
<font size='1'><i>More victories means more funding. Which means bigger guns. Which means more victories.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Hypersonic Cannon</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Attack
<i>Hyperspeed 5</i>
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You may KO a card from your discard pile.
Cost: 5
<font size='1'><i>Sonic, meet boom.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Overwhelming Firepower</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
5 Attack
Whenever you defeat a Villain or Mastermind this turn, draw a card and rescue a Bystander.
Cost: 8
<font size='1'><i>Art contains a gun</i></font>

"	Revelations	R	War Machine (R)
Agent Phil Coulson	"<font size='5'>Agent Phil Coulson</font>
<font size='3'><i>S.H.I.E.L.D.</i></font>

<b>Impeccable Planning</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
<i>S.H.I.E.L.D. Level 3:</i> When you draw a new hand of cards at the end of this turn, draw an extra card.
Cost: 3

<b>Build the Strike Team</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2 Attack
Reveal the top card of the S.H.I.E.L.D. Officer Stack. Gain it or put it on the bottom of the stack.
https://cf.geekdo-static.com/mbs/mb_26283_0.png: You may send it <i>Undercover</i>.
Cost: 4

<b>Approve Orbital Strike</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Attack
Choose one:
- Send a S.H.I.E.L.D. Hero from your hand <i>Undercover</i>.
- Or you get +1 Attack for each 2 <i>S.H.I.E.L.D. Levels</i> you have.
Cost: 6

<b>Fake But Inspiring Death</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
4+ Attack
During any player's turn, when another S.H.I.E.L.D. Hero is put into the KO pile, you may discard this card to send that Hero <i>Undercover</i> in your Victory Pile instead. If you do, draw three cards.
<i>S.H.I.E.L.D. Level 8:</i> You get +4 Attack.
Cost: 8
<font size='1'><i>Art contains a gun</i></font>
"	S.H.I.E.L.D.	AOS	Agent Phil Coulson (AOS)
Quake	"<font size='5'>Quake</font>
<font size='3'><i>S.H.I.E.L.D.</i></font>

<b>Going Underground</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3 Recruit
To play this, you must discard a S.H.I.E.L.D. Hero.
https://cf.geekdo-static.com/mbs/mb_26285_0.png: You may send the Hero you discarded <i>Undercover</i>.
Cost: 3

<b>Aftershock</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2+ Attack
<i>S.H.I.E.L.D. Level 2:</i> You get +2 Attack.
Cost: 4
<font size='1'><i>S.H.I.E.L.D. training focused Daisy's vast powers to pinpoint accuracy.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Tectonic Wave</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
Whenever you fight a Villain this turn, if its Attack is higher than your <i>S.H.I.E.L.D. Level</i>, you may send a S.H.I.E.L.D. Hero from the S.H.I.E.L.D. Officer Stack <b>'Undercover</b>'.
<i>S.H.I.E.L.D. Level 4:</i> You get +4 Attack
Cost: 6

<b>Roil the Earth</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
0+ Attack
You may send a S.H.I.E.L.D. Hero from the S.H.I.E.L.D. Officer Stack <i>Undercover</i>.
Then, for each <i>S.H.I.E.L.D. Level</i> you have up to 5, choose a Hero from the HQ. Put all those Heroes on the bottom of the Hero Deck and you get their total printed Attack.
Cost: 7
"	S.H.I.E.L.D.	AOS	Quake (AOS)
Deathlok	"<font size='5'>Deathlok</font>
<font size='3'><i>S.H.I.E.L.D.</i></font>

<b>Authorize Lethal Force</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Attack
Draw a card.
<i>S.H.I.E.L.D. Level 1:</i> You get +1 Attack.
Cost: 2
<font size='1'><i>S.H.I.E.L.D. reanimates dead operatives into killer cyborgs. They're the good guys.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Reanimate Into Service</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
2 Attack
https://cf.geekdo-static.com/mbs/mb_26287_0.png: You may send a S.H.I.E.L.D. Hero <i>Undercover</i> from your discard pile or the KO pile.
Cost: 4

<b>Headlok</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
3 Recruit
0+ Attack
<i>S.H.I.E.L.D. Level 3:</i> You get +3 Attack
If your S.H.I.E.L.D. Level is less than 3, you may send a S.H.I.E.L.D. card from your discard pile <i>Undercover</i>.
Cost: 5
<font size='1'><i>He'll knock your block off.</i></font>
<font size='1'><i>Art contains a gun</i></font>

<b>Behind Enemy Lines</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
0+ Recruit
5 Attack
You may send a S.H.I.E.L.D. Hero from your discard pile <i>Undercover</i>.
<i>S.H.I.E.L.D. Level 3:</i> You get the total printed Recruit of all the S.H.I.E.L.D. Heroes in your Victory Pile.
Cost: 8
<font size='1'><i>Art contains a gun</i></font>
"	S.H.I.E.L.D.	AOS	Deathlok (AOS)
Mockingbird	"<font size='5'>Mockingbird</font>
<font size='3'><i>S.H.I.E.L.D.</i></font>

<b>Take Cover</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Recruit
Look at the top card of your deck. Discard it or put it back.
https://cf.geekdo-static.com/mbs/mb_26284_0.png: If that card was a S.H.I.E.L.D. Hero, you may send it <i>Undercover</i>.
Cost: 3
<font size='1'><i>Art contains a gun</i></font>

<b>Battle Staves</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2 Attack
<i>S.H.I.E.L.D. Level 2:</i> Draw a card.
Cost: 4
<font size='1'><i>War Machine fights using a state-of-the-art battle platform. Bobbi Morse just needs a couple of sticks.</i></font>

<b>Spymaster</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
1+ Attack
Choose one:
- Send a card from the S.H.I.E.L.D. Officer Stack <i>Undercover</i>.
- Or you get +1 Attack for each 2 <i>S.H.I.E.L.D. Levels</i> you have.
Cost: 5
<font size='1'><i>Art contains a gun</i></font>

<b>Infinity Formula</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
0+ Recruit
0+ Attack
Draw a card.
Send two cards from the S.H.I.E.L.D. Officer Stack <i>Undercover</i>.
Then you get +1 Recruit and +1 Attack for each 2 <i>S.H.I.E.L.D. Levels</i> you have.
Cost: 7

"	S.H.I.E.L.D.	AOS	Mockingbird (AOS)
Thor	"<font size='5'>Thor</font>
<font size='3'><i>Heroes of Asgard</i></font>

<b>Test of Virtue</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
2 Recruit
0+ Attack
If you are <i>Worthy</i>, you get +2 Attack.
Cost: 3
<font size='1'><i>No matter how many times you prove yourself, doubt always lingers.</i></font>

<b>Divine Lightning</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
3+ Attack
You get +1 Attack for each other card you played this turn that makes you <i>Worthy</i>.
Cost: 5
<font size='1'><i>Might makes light.</i></font>

<b>Mjolnir</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
You cannot throw Mjolnir unless you are <i>Worthy</i>.
<i>Thrown Artifact</i> - When you throw this, you get +3 Attack, then you get +1 Attack for each https://cf.geekdo-static.com/mbs/mb_26285_0.png Hero you played this turn.
Cost: 4

<b>Royal Decree</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
5 Attack
Heroes of Asgard: Each player who is <i>Worthy</i> draws a card. Each Villain that isn't worth at least 5VP gets -1 Attack this turn.
Cost: 8
"	Heroes of Asgard	HOA	Thor (HOA)
Beta Ray Bill	"<font size='5'>Beta Ray Bill</font>
<font size='3'><i>Heroes of Asgard</i></font>

<b>Hope of the Korbinites</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
2 Recruit
To play this, you must discard a card.
Then, if you are <i>Worthy</i>, draw a card.
Cost: 1
<font size='1'><i>It's not about what you gain. It's about what you sacrifice.</i></font>

<b>Bio-Engineered Cyborg</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
3 Attack
You may discard a card. If you do, draw a card.
Cost: 5
<font size='1'><i>His gaunt, equine face is not common to all Korbinites, but instead a product of his unique creation.</i></font>

<b>Stormbreaker</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26285_0.png
You cannot throw Stormbreaker unless you are <i>Worthy</i>.
<i>Thrown Artifact</i> - To throw this, you must discard a card from your hand. Then you get +2 Attack for each card you discarded from your hand this turn.
Cost: 4

<b>The Warship Skuttlebutt</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26287_0.png
4 Attack
You may discard a card. Then count the number of cards you discarded from your hand this turn. Draw that many cards.
Cost: 8
<font size='1'><i>Art contains a gun</i></font>
"	Heroes of Asgard	HOA	Beta Ray Bill (HOA)
Valkyrie	"<font size='5'>Valkyrie</font>
<font size='3'><i>Heroes of Asgard</i></font>

<b>Dragonfang</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26286_0.png
<i>Thrown Artifact</i> - When you throw this, you get <b>'Sewers Conqueror 2</b>'.
Cost: 3
<font size='1'><i>If you throw your sword, you better be sure it ends the fight.</i></font>

<b>Flying Stallion</b> (5 copies)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
2+ Attack
<i>Rooftops Conqueror 1</i>
When an Ambush ability is played, before it takes effect, you may discard this card. If you do, draw two extra cards at the end of this turn.
Cost: 4

<b>Usher to Valhalla</b> (3 copies)
https://cf.geekdo-static.com/mbs/mb_26283_0.png
2+ Attack
<i>Bridge Conqueror 1</i>
Heroes of Asgard: The first time you defeat a Villain this turn, you may KO one of your cards or a card from your discard pile.
Cost: 6

<b>Ride of the Valkyries</b> (1 copy)
https://cf.geekdo-static.com/mbs/mb_26284_0.png
4+ Attack
<i>Streets Conqueror 1</i>
https://cf.geekdo-static.com/mbs/mb_26284_0.png : You get +1 Attack for every 4 Heroes in the KO pile.
Cost: 7
"	Heroes of Asgard	HOA	Valkyrie (HOA)
